Average Rent,Category,Latitude,Longitude,Name,Neighborhood
3679.916667,Office,40.71302416271244,-74.01222730846536,AmEx Office 28-429,BATTERY PARK CITY
3679.916667,Office,40.709448404838014,-74.01160150766373,Bevmax Office Centers,BATTERY PARK CITY
3679.916667,Office,40.713302,-74.011825,scality east coast office,BATTERY PARK CITY
3679.916667,Office,40.7079,-74.013251,Kat's Office,BATTERY PARK CITY
3679.916667,Office,40.712711,-74.010589,St. Cecilia Parish Office,BATTERY PARK CITY
1726.75,Movie Theater,40.63363813417544,-74.02097223274174,Bay Ridge Alpine Cinema,BAY RIDGE
1726.75,Playground,40.63565082068004,-74.01957055977692,Millennium Playground,BAY RIDGE
1726.75,Playground,40.631337719034,-74.01277244340157,Leif Ericson Playground,BAY RIDGE
1726.75,Park,40.63083279160711,-74.01138951911079,Leif Ericson Park and Square,BAY RIDGE
1726.75,School,40.63884130194337,-74.01502756403177,Our Lady of Perpetual Help School,BAY RIDGE
1726.75,School,40.63523,-74.009384,YT Driving School,BAY RIDGE
1726.75,Office,40.63588,-74.016616,ES Contracting Gowanus Office,BAY RIDGE
1726.75,Office,40.634175,-74.014103,MJHS-CS/NPO/IS Offices,BAY RIDGE
1726.75,Office,40.63756538905273,-74.01254296302795,Offices.net,BAY RIDGE
1708.324444,Playground,40.86321767527671,-73.83682057709747,Burns Playground,BAYCHESTER
1708.324444,School,40.864287,-73.836208,Michalangelo Middle School Ms 144,BAYCHESTER
1708.324444,School,40.85693999490309,-73.84303489733175,Icahn Charter School 5,BAYCHESTER
1708.324444,School,40.85699287742187,-73.84307510024519,Icahn Charter School 4,BAYCHESTER
1869.6666670000002,Movie Theater,40.76313575095109,-73.77432857044742,Olde  Movie Theatre,BAYSIDE
1869.6666670000002,Playground,40.77126784688883,-73.77830336796411,Kennedy Playground,BAYSIDE
1869.6666670000002,Playground,40.762551816810955,-73.77483901418864,BUZ O'ROURKE PLAYGROUND,BAYSIDE
1869.6666670000002,School,40.77164127518571,-73.7806473742502,Bayside High School,BAYSIDE
1869.6666670000002,School,40.765674,-73.77236,Noahs Ark School,BAYSIDE
1869.6666670000002,Office,40.766602,-73.77232,Chrissy's Campaign Office,BAYSIDE
1688.4,Playground,40.87229919433594,-73.88327026367188,P.S. 8 Playground,BEDFORD PARK
1688.4,Playground,40.87228257,-73.88263329,Mosholu Playground,BEDFORD PARK
1688.4,Playground,40.87092052435971,-73.87888114876816,French Charley's Playground,BEDFORD PARK
1688.4,Park,40.871287,-73.885571,Huguenot Park,BEDFORD PARK
1688.4,Park,40.871984360618136,-73.88575447368578,Memorial Grove in Van Cortlandt Park,BEDFORD PARK
1688.4,Park,40.87019192504559,-73.88114357308024,East Mosholu Park,BEDFORD PARK
1688.4,Park,40.87102309826459,-73.8789240240454,The oval Park,BEDFORD PARK
1688.4,Park,40.8745059963779,-73.88319925575746,Mosholu Park Grounds,BEDFORD PARK
1688.4,Park,40.87224819764808,-73.88228625969055,E. Mosholu Parkway South and Bainbridge Ave,BEDFORD PARK
1688.4,General Entertainment,40.874818,-73.88449,Rhythm N Ritmo Music & Entertainment,BEDFORD PARK
1688.4,School,40.868447,-73.882165,Webster Auto Driving School,BEDFORD PARK
1688.4,Office,40.87153,-73.885223,Lehman Office Of International Studies,BEDFORD PARK
1688.4,Office,40.871336,-73.884529,D's Office,BEDFORD PARK
1688.4,Office,40.874790144339556,-73.88350358683361,Dr. Salvatore Conte Office,BEDFORD PARK
2201.083333,Movie Theater,40.683766999999996,-73.943804,The Luminal Theater,BEDFORD-STUYVESANT
2201.083333,Playground,40.686081457796476,-73.94657222308885,Hattie Carthan Playground,BEDFORD-STUYVESANT
2201.083333,Playground,40.68653319939892,-73.93893281374044,Raymond Bush Playground,BEDFORD-STUYVESANT
2201.083333,Playground,40.68203865,-73.94387,Potomac Playground,BEDFORD-STUYVESANT
2201.083333,Playground,40.68183950828279,-73.93702876584021,Decatur Playground,BEDFORD-STUYVESANT
2201.083333,Park,40.68257664846333,-73.93763251386302,Lafayette Park,BEDFORD-STUYVESANT
2201.083333,Park,40.6797981262207,-73.94068908691406,Kelly park,BEDFORD-STUYVESANT
2201.083333,General Entertainment,40.684899,-73.94408,Atomic Entertainment,BEDFORD-STUYVESANT
2201.083333,School,40.686232000000004,-73.940939,PS 44 - Marcus Garvey Elementary School,BEDFORD-STUYVESANT
2201.083333,School,40.68622438849034,-73.941489347813,Unity Preparatory Charter School Of Brooklyn,BEDFORD-STUYVESANT
2201.083333,School,40.685736999999996,-73.945276,Dr. Peter Ray School P.S. 305,BEDFORD-STUYVESANT
2201.083333,School,40.687278747558594,-73.93930053710938,The Co-Op School,BEDFORD-STUYVESANT
2201.083333,School,40.68470764160156,-73.94727325439453,Old boys and girls high school,BEDFORD-STUYVESANT
2201.083333,School,40.681641201057,-73.94534758629064,Leadership Prep Bedford Stuyvesant Charter School,BEDFORD-STUYVESANT
2201.083333,School,40.68470764160156,-73.94727325439453,Uncommon Collegiate Charter High School,BEDFORD-STUYVESANT
2201.083333,School,40.68183135986328,-73.93553161621094,Stephan Decatur Middle School,BEDFORD-STUYVESANT
2201.083333,School,40.681653000000004,-73.935746,Middle School 35,BEDFORD-STUYVESANT
2201.083333,School,40.680058,-73.93887,Adams Driving School,BEDFORD-STUYVESANT
2201.083333,School,40.679803,-73.945186,Humble School Of Martial Arts,BEDFORD-STUYVESANT
2201.083333,Office,40.677651000000004,-73.942203,Achievement First Network Office,BEDFORD-STUYVESANT
1882.6026170000002,Playground,40.733035,-73.717979,Bellrose Playground,BELLEROSE
1882.6026170000002,School,40.72988641319837,-73.72226311521015,St. Gregory the Great School,BELLEROSE
1708.324444,Playground,40.855933,-73.88662,War Memorial Playground,BELMONT
1708.324444,Playground,40.858616,-73.888832,Harry H Gordon Playground,BELMONT
1708.324444,Park,40.85604958663493,-73.88687498565888,Ciccarone Park,BELMONT
1708.324444,School,40.855633000000005,-73.88309100000001,Grace Hoadley Dodge Vocational High School,BELMONT
1708.324444,School,40.85954697201194,-73.88825103291805,Theodore Roosevelt High School,BELMONT
1708.324444,School,40.850682641638166,-73.88705820863402,Aquinas High School,BELMONT
1708.324444,School,40.856832,-73.886205,Driving School Bronx,BELMONT
1708.324444,School,40.85146042553588,-73.88637748241813,P.S 32 - The Belmont School,BELMONT
1708.324444,School,40.85510940351632,-73.88236083554425,Grace H. Dodge Technical & Career High School,BELMONT
1708.324444,School,40.85838,-73.886996,Thomas C. Giordano School MS45,BELMONT
1708.324444,School,40.85743,-73.88914,Our Lady Of Mt Carmel School,BELMONT
1708.324444,School,40.8595252289932,-73.88661861419678,Fordham Preparatory School,BELMONT
1708.324444,School,40.859840393066406,-73.88829803466797,Fordham High School for the Arts,BELMONT
1708.324444,School,40.851548,-73.887695,Aquinas High School Gym,BELMONT
1708.324444,School,40.859840393066406,-73.88829803466797,bronx high school for law and community service,BELMONT
1708.324444,Office,40.8563017674547,-73.88646648352443,Ritchie Torres Campaign Office,BELMONT
1631.916667,School,40.60622758445586,-73.9878504115051,Gold Material Montessori School,BENSONHURST
1631.916667,School,40.603747,-73.996248,Bensonhurst Driving School,BENSONHURST
1631.916667,School,40.608250495542535,-73.9962168632519,Public School 186,BENSONHURST
1631.916667,School,40.601619,-73.997345,Elite High School,BENSONHURST
1631.916667,School,40.60154342651367,-73.99724578857422,Russian School of Mathematics,BENSONHURST
2255.34805,Playground,40.620025220494476,-73.91193061310159,Hickman Playground,BERGEN BEACH
2255.34805,Playground,40.6228862472088,-73.91022205352783,Bergen Beach Playground,BERGEN BEACH
2255.34805,Playground,40.623703296033774,-73.9115918787449,Ps 312 Playground,BERGEN BEACH
2255.34805,Playground,40.619995116241235,-73.90134919227711,McGuire Fields,BERGEN BEACH
2255.34805,Park,40.6241,-73.90585,Paerdegat Basin Ecology Park,BERGEN BEACH
2255.34805,School,40.62107498291765,-73.9127341137698,Roy H. Mann Junior High School,BERGEN BEACH
2255.34805,School,40.62051773071289,-73.91301727294922,Roy H. Mann IS 78 Middle School,BERGEN BEACH
2648.5,Movie Theater,40.68858644784374,-73.978708667925,BAM Harvey Theater,BOERUM HILL
2648.5,Playground,40.68533316289234,-73.98211049521854,North Pacific Playground,BOERUM HILL
2648.5,Playground,40.684669172146485,-73.98230562698807,PS 38 Playground,BOERUM HILL
2648.5,Playground,40.68017811694768,-73.98476301810996,Thomas Greene Playground,BOERUM HILL
2648.5,Playground,40.687010920303535,-73.98121709523585,Sixteen Sycamores Playground,BOERUM HILL
2648.5,Park,40.68482697742307,-73.98818840355037,"Nicholas Naquan Heyward, Jr. Park",BOERUM HILL
2648.5,Park,40.68519998168626,-73.98791845009258,Trailer Park,BOERUM HILL
2648.5,Event Space,40.687375641437754,-73.98623201598082,Deity Brooklyn Wedding Venue,BOERUM HILL
2648.5,Event Space,40.68776321411133,-73.97966003417969,BFC at Common Spaces,BOERUM HILL
2648.5,School,40.688811,-73.982093,International Charter School Of New York,BOERUM HILL
2648.5,School,40.6842172043453,-73.98110301268639,"Ms 447, Math & Science Exploratory School",BOERUM HILL
2648.5,School,40.68371605729589,-73.98057970545334,Brooklyn High School of the Arts,BOERUM HILL
2648.5,School,40.68611617889807,-73.97728336212968,Brooklyn Music School,BOERUM HILL
2648.5,School,40.684679176988055,-73.98292795527159,The Pacific School (PS 38),BOERUM HILL
2648.5,School,40.687346,-73.983643,Ps 369 At Coy L Cox School,BOERUM HILL
2648.5,School,40.685316499908915,-73.98035430037696,Khalil Gibran High School,BOERUM HILL
2648.5,School,40.68881722097508,-73.98244484160041,Hanover School,BOERUM HILL
2648.5,School,40.6876867945625,-73.98015342739531,school for poetic computation,BOERUM HILL
2648.5,School,40.68471145629883,-73.98023986816406,Kumite Ryu Jujitsu-School of Survival,BOERUM HILL
2648.5,School,40.6873893737793,-73.97944641113281,Urban Assembly School for Music and Art,BOERUM HILL
2648.5,School,40.687644,-73.981178,Garnish Music Production School NYC,BOERUM HILL
2648.5,School,40.686053,-73.979478,The Piano School Of New York City,BOERUM HILL
2648.5,School,40.683509,-73.97970699999999,Middle School 447,BOERUM HILL
2648.5,School,40.687211801359204,-73.98853182792664,PS 261,BOERUM HILL
2648.5,Pedestrian Plaza,40.684695,-73.977609,Times Plaza - Brooklyn,BOERUM HILL
2648.5,Office,40.685779,-73.981356,Halstead Brooklyn - Boerum Hill Office,BOERUM HILL
2648.5,Office,40.682067,-73.979998,The Office,BOERUM HILL
2648.5,Office,40.685499,-73.978829,BAM IT Programmers Office,BOERUM HILL
2648.5,Office,40.689517,-73.985695,Welfare office,BOERUM HILL
2648.5,Office,40.688145,-73.979574,66 Rockwell Management Office,BOERUM HILL
2648.5,Office,40.684518,-73.98984,Law Office Of Laverne  Berry,BOERUM HILL
2648.5,Office,40.684677,-73.977737,Tvrc Office At Brooklyn Hospital,BOERUM HILL
2648.5,Office,40.686997999999996,-73.985642,Stribling Brooklyn,BOERUM HILL
2648.5,Office,40.686259945701934,-73.97744357585907,BAM Offices,BOERUM HILL
1628.363636,Playground,40.62909908692868,-73.99734739381742,Pathmark Playground,BOROUGH PARK
1628.363636,Playground,40.63822235279701,-73.99947960221343,Rappaport Playground,BOROUGH PARK
1628.363636,Park,40.63841578055016,-73.99783518413365,MMC Parking Garage,BOROUGH PARK
1628.363636,Park,40.63820425287167,-73.99946018643071,53rd Handball Courts,BOROUGH PARK
1628.363636,School,40.63359761565321,-73.99067888878471,Bobov School,BOROUGH PARK
1628.363636,Office,40.628693,-73.996423,Office@New_Utrecht,BOROUGH PARK
1628.363636,Office,40.629709999999996,-73.99795,CIAO/RJS Office,BOROUGH PARK
1628.363636,Office,40.63818762394217,-73.99454687950539,Business Office,BOROUGH PARK
1628.363636,Office,40.63563272667661,-73.99159711322739,Boro Park Office,BOROUGH PARK
1727.1666670000002,Playground,40.71059068324926,-73.82039361411874,Hoover Playground,BRIARWOOD
1727.1666670000002,Playground,40.71360292135622,-73.82007504901497,Arlington Playground.,BRIARWOOD
1727.1666670000002,Playground,40.712073,-73.821728,Manton Playground,BRIARWOOD
1727.1666670000002,Park,40.71221303825844,-73.8251725076521,Maple Grove Park,BRIARWOOD
1727.1666670000002,Park,40.707515,-73.817488,Queens Gate Park,BRIARWOOD
1727.1666670000002,Park,40.71059068324926,-73.82039361411874,Hoover Playground,BRIARWOOD
1727.1666670000002,School,40.70490466195356,-73.81780195508308,School for Language and Communication Development,BRIARWOOD
1727.1666670000002,School,40.71120136638395,-73.81952627853168,Archbishop Molloy High School,BRIARWOOD
1727.1666670000002,School,40.710953382985664,-73.81930226408767,Hughes Driving School,BRIARWOOD
1870.0833329999998,Playground,40.575159433602856,-73.96123025237219,Beach Playground,BRIGHTON BEACH
1870.0833329999998,Playground,40.58275610330993,-73.96543173657805,Grady Playground,BRIGHTON BEACH
1870.0833329999998,Playground,40.575391107735655,-73.9650043514128,Brighton Playground,BRIGHTON BEACH
1870.0833329999998,Park,40.58265413831571,-73.953699494359,Holocaust Memorial Park,BRIGHTON BEACH
1870.0833329999998,Park,40.57906038435542,-73.9677161116947,Seebreeze Park,BRIGHTON BEACH
1870.0833329999998,School,40.582564212267215,-73.96365898259134,William E. Grady High School,BRIGHTON BEACH
1870.0833329999998,School,40.580159296124414,-73.9559380887786,P.S. 225 The Eileen E. Zaglin School,BRIGHTON BEACH
1870.0833329999998,School,40.5770848077787,-73.9647352695465,US Mule CDL Driving School,BRIGHTON BEACH
1870.0833329999998,Office,40.577048137767385,-73.962482213974,Absolute Office Spaces,BRIGHTON BEACH
1643.25,Playground,40.887370204510574,-73.85876509683229,Rienzi Playground,BRONXWOOD
1643.25,Park,40.887844858296376,-73.86142400234044,Shoelace Park,BRONXWOOD
1643.25,School,40.8830906569029,-73.85997125324283,Richard R Green Middle School,BRONXWOOD
1643.25,School,40.881774,-73.853235,Lavelle School For The Blind,BRONXWOOD
1643.25,School,40.88064956665039,-73.8601303100586,North Bronx School Of Empowerment,BRONXWOOD
1643.25,School,40.88621608843036,-73.85470488451725,Our Lady Of Grace School,BRONXWOOD
1643.25,School,40.888896117079376,-73.857971500231,Susan E Wanger Day School,BRONXWOOD
1643.25,School,40.88766860961914,-73.85973358154297,Public School 21 Phillip H. Sheridan,BRONXWOOD
1643.25,School,40.881003380072514,-73.86051090493446,The Globe School for Environmental Research,BRONXWOOD
3083.333333,Playground,40.69620444370402,-73.9973467882033,Pierrepont Playground,BROOKLYN HEIGHTS
3083.333333,Playground,40.70069153734653,-73.99493696717406,Harry Chapin Playground,BROOKLYN HEIGHTS
3083.333333,Playground,40.69389604552,-74.0003142874853,Picnic Peninsula Playground,BROOKLYN HEIGHTS
3083.333333,Playground,40.6927128396771,-73.99519536289426,Kongsuadiputra's Playground,BROOKLYN HEIGHTS
3083.333333,Playground,40.69214551471285,-73.9988930153191,Adam Yauch Park,BROOKLYN HEIGHTS
3083.333333,Park,40.6976894504753,-73.99068832397461,Cadman Plaza Park,BROOKLYN HEIGHTS
3083.333333,Park,40.696160206870445,-73.99920701980591,Brooklyn Bridge Park Greenway,BROOKLYN HEIGHTS
3083.333333,Park,40.694918,-74.001686,Brooklyn Bridge Park - Pier 5,BROOKLYN HEIGHTS
3083.333333,Park,40.69363037043673,-73.99006605148315,Columbus Park,BROOKLYN HEIGHTS
3083.333333,Park,40.70079974566844,-73.99695716067038,Brookyn Bridge Park Greenway,BROOKLYN HEIGHTS
3083.333333,Park,40.69780332891386,-73.99944305419922,Brooklyn Bridge Park - Pier 3,BROOKLYN HEIGHTS
3083.333333,Park,40.69214551471285,-73.9988930153191,Adam Yauch Park,BROOKLYN HEIGHTS
3083.333333,Park,40.69834018178774,-73.99030208587646,Walt Whitman Park,BROOKLYN HEIGHTS
3083.333333,Park,40.70090644143492,-73.99557530879974,Squibb Park,BROOKLYN HEIGHTS
3083.333333,Park,40.699657951708524,-73.99976911704667,Brooklyn Bridge Park - Pier 2 Yoga Court,BROOKLYN HEIGHTS
3083.333333,Park,40.69831862654097,-73.99377773516578,Fort Stirling Park,BROOKLYN HEIGHTS
3083.333333,Park,40.699362,-73.996936,Pier 2 Sprinkler Park,BROOKLYN HEIGHTS
3083.333333,Park,40.693002311249735,-73.99153972432849,Kongsuadiputra's Park,BROOKLYN HEIGHTS
3083.333333,Park,40.69982487223443,-73.99571759128533,Hillside Park,BROOKLYN HEIGHTS
3083.333333,Park,40.69527772822538,-73.99998221093742,The Picnic Peninsula BBQ Area,BROOKLYN HEIGHTS
3083.333333,School,40.69393327,-73.9914732,Allen School of Health Sciences,BROOKLYN HEIGHTS
3083.333333,School,40.694891999999996,-73.991178,Saint Ann's Lower School,BROOKLYN HEIGHTS
3083.333333,School,40.696959,-73.993465,St Ann's School Henry Street,BROOKLYN HEIGHTS
3083.333333,School,40.69508646166099,-73.9921635389328,Saint Ann's School,BROOKLYN HEIGHTS
3083.333333,School,40.69417215949186,-73.99709608564552,Grace Church School,BROOKLYN HEIGHTS
3083.333333,School,40.69218238825988,-73.99392134920231,Mary Mcdowell Friends High School,BROOKLYN HEIGHTS
3083.333333,School,40.69524,-73.992329,Health Office @ Saint Ann's School,BROOKLYN HEIGHTS
3083.333333,School,40.6973991394043,-73.9920654296875,Julie Sahni's Indian Cooking School,BROOKLYN HEIGHTS
3083.333333,School,40.693641662597656,-73.99202728271484,Whittle School And Studios,BROOKLYN HEIGHTS
3083.333333,School,40.69505,-73.996145,AltSchool - Brooklyn Heights,BROOKLYN HEIGHTS
3083.333333,School,40.69292068481445,-73.99810028076172,Saint Ann's PreSchool,BROOKLYN HEIGHTS
3083.333333,Office,40.69776623238761,-73.99386282937492,EHS Corporate Office,BROOKLYN HEIGHTS
3083.333333,Office,40.697839,-73.993423,Student Life Office,BROOKLYN HEIGHTS
3083.333333,Office,40.69434642791748,-73.99191677570343,MercyFirst (Montague St. Office),BROOKLYN HEIGHTS
3083.333333,Office,40.699022,-73.994434,Now (Brooklyn office),BROOKLYN HEIGHTS
3083.333333,Office,40.69505430221431,-73.99081088381882,TSA Precheck Office,BROOKLYN HEIGHTS
3083.333333,Office,40.69344327260912,-73.99075269699097,law office of jeffrey peltz,BROOKLYN HEIGHTS
3083.333333,Office,40.693339,-73.99089,Law office of Beth SchlossmanEsq.,BROOKLYN HEIGHTS
3083.333333,Office,40.693595283687344,-73.98961144734626,Kings County Clerk,BROOKLYN HEIGHTS
3083.333333,Office,40.69398774516019,-73.99131617436511,Social Security Administration,BROOKLYN HEIGHTS
3083.333333,Office,40.693963,-73.991356,Jane Barrett And Associates,BROOKLYN HEIGHTS
3083.333333,Office,40.69275537852506,-73.9918339625001,Opus Virtual Offices,BROOKLYN HEIGHTS
3083.333333,Office,40.693293594018414,-73.99086320403512,The Law Offices of Zachary A. Westenhoefer,BROOKLYN HEIGHTS
3083.333333,Office,40.692288135255865,-73.9904522895813,NYC Department of Finance,BROOKLYN HEIGHTS
1882.6026170000002,Park,40.65576684903776,-73.74626586345741,Idlewild Park,BROOKVILLE
1612.333333,Event Space,40.662859999999995,-73.925698,Marc's Event Space,BROWNSVILLE
1612.333333,School,40.66194037936552,-73.9209320698502,Brooklyn Ascend Charter School,BROWNSVILLE
1612.333333,School,40.6619987487793,-73.9205551147461,Brooklyn ascend school,BROWNSVILLE
1612.333333,School,40.659015999999994,-73.922512,PS 219 Kennedy- king School,BROWNSVILLE
1612.333333,School,40.659622,-73.920398,East Brooklyn Community School,BROWNSVILLE
1612.333333,School,40.65812455353404,-73.92056133276797,Kings Collegiate Charter School,BROWNSVILLE
1612.333333,School,40.664120000000004,-73.92152,Brooklyn Ascend Middle School,BROWNSVILLE
1612.333333,School,40.66413497924805,-73.92167663574219,Brownsville Ascend Charter School,BROWNSVILLE
1612.333333,School,40.65692291253859,-73.92032229536865,Middle School for Art & Philosophy,BROWNSVILLE
1612.333333,School,40.664169,-73.924539,Focus Auto Driving School,BROWNSVILLE
1612.333333,School,40.66007995605469,-73.91360473632812,Riverdale Ave Middle School,BROWNSVILLE
1612.333333,School,40.666216999999996,-73.923877,Unity Preparatory Charter School - High School,BROWNSVILLE
1612.333333,Office,40.657235,-73.919116,Zuercher Amps Satelite Office,BROWNSVILLE
1612.333333,Office,40.660563,-73.918984,"Party Entertainers, That's Us! Offices and Magic Shop",BROWNSVILLE
2421.666667,Park,40.69264649459794,-73.91799328426269,Linden Park,BUSHWICK
2421.666667,School,40.695499420166016,-73.91517639160156,MESA Charter School,BUSHWICK
2421.666667,School,40.695671722035385,-73.91487011361667,Bushwick Community High School,BUSHWICK
2421.666667,School,40.69739221756747,-73.91886018487043,Intermediate School 383,BUSHWICK
2421.666667,School,40.6979742900266,-73.91955181139417,Achievement First Bushwick Middle School,BUSHWICK
2421.666667,School,40.690969,-73.917722,P.S. 299 (Thomas Warren Field School),BUSHWICK
2421.666667,School,40.698055,-73.916586,P.S. 116,BUSHWICK
1882.6026170000002,Playground,40.69072401665543,-73.74213912316733,Cambria Playground,CAMBRIA HEIGHTS
